	t1	t1.1	t10	t10.1	len(kb)
EC01288_2099	0	0	0	0	0.075
EC01288_2100	0	0	0	0	0.485
EC01288_2101	0	0	0	0	1.832
EC01288_2102	0	0	0	0	0.656
EC01288_2103	0	0	0	0	0.128
EC01288_2104	0	0	0	0	0.224
EC01288_2105	0	0	0	0	0.722
EC01288_2106	0	0	0	0	0.752
EC01288_2107	0	0	0	0	0.668
EC01288_2108	0	0	0	0	0.986
EC01288_2109	0	0	0	0	0.8
EC01288_2110	0	0	0	0	0.551
EC01288_2111	0	0	0	0	0.719
EC01288_2112	0	0	0	0	0.119
EC01288_2113	0	0	0	0	1.682
EC01288_2114	0	0	0	0	1.406
EC01288_2115	0	0	0	0	0.41
EC01288_2116	0	0	0	0	0.365
EC01288_2117	0	0	0	0	1.487
EC01288_2118	0	0	0	0	0.413
EC01288_2119	0	0	0	0	1.205
EC01288_2120	0	0	0	0	0.233
EC01288_2121	0	0	0	0	0.668
EC01288_2122	0	0	0	0	0.314
EC01288_2123	0	0	0	0	1.658
EC01288_2124	0	0	0	0	0.995
EC01288_2125	0	0	0	0	0.686
EC01288_2126	0	0	0	0	1.373
EC01288_2127	0	0	0	0	0.443
EC01288_2128	0	0	0	0	1.127
EC01288_2129	107	107	107	107	0.464
EC01288_2130	0	0	0	0	1.004
EC01288_2131	0	0	0	0	0.413
EC01288_2132	0	0	0	0	0.365
EC01288_2133	0	0	0	0	0.737
EC01288_2134	0	0	0	0	0.269
EC01288_2135	0	0	0	0	0.785
EC01288_2136	0	0	0	0	0.623
EC01288_2137	0	0	0	0	0.188
EC01288_2138	0	0	0	0	0.227
EC01288_2139	0	0	0	0	0.8
EC01288_2140	0	0	0	0	1.676
EC01288_2141	0	0	0	0	0.911
EC01288_2142	0	0	0	0	0.92
EC01288_2143	0	0	0	0	0.47
EC01288_2144	0	0	0	0	1.418
EC01288_2145	0	0	0	0	0.695
EC01288_2146	0	0	0	0	0.302
EC01288_2147	0	0	0	0	1.214
EC01288_2148	0	0	0	0	0.851
EC01288_2149	0	0	0	0	1.358
EC01288_2150	0	0	0	0	0.671
EC01288_2151	0	0	0	0	0.413
EC01288_2152	0	0	0	0	1.004
EC01288_2153	0	0	0	0	0.635
EC01288_2154	0	0	0	0	0.65
EC01288_2155	0	0	0	0	0.362
EC01288_2156	0	0	0	0	0.122
EC01288_2157	0	0	0	0	1.22
EC01288_2158	0	0	0	0	1.82
EC01288_2159	0	0	0	0	1.463
EC01288_2160	0	0	0	0	0.557
EC01288_2161	0	0	0	0	0.305
EC01288_2162	0	0	0	0	1.469
EC01288_2163	0	0	0	0	1.52
EC01288_2164	0	0	0	0	0.932
EC01288_2165	0	0	0	0	0.542
EC01288_2166	0	0	0	0	0.473
EC01288_2167	0	0	0	0	1.022
EC01288_2168	0	0	0	0	0.173
EC01288_2169	0	0	0	0	0.113
EC01288_2170	0	0	0	0	1.25
EC01288_2171	0	0	0	0	0.734
EC01288_2172	0	0	0	0	0.167
EC01288_2173	0	0	0	0	0.326
EC01288_2174	0	0	0	0	0.479
EC01288_2175	0	0	0	0	0.404
EC01288_2176	0	0	0	0	0.242
EC01288_2177	0	0	0	0	0.296
EC01288_2178	0	0	0	0	0.161
EC01288_2179	0	0	0	0	0.218
EC01288_2180	0	0	0	0	0.836
EC01288_2181	0	0	0	0	0.089
EC01288_2182	0	0	0	0	0.797
EC01288_2183	0	0	0	0	0.075
EC01288_2184	0	0	0	0	2.57
EC01288_2185	0	0	0	0	1.052
EC01288_2186	0	0	0	0	1.316
EC01288_2187	0	0	0	0	1.454
EC01288_2188	0	0	0	0	0.716
EC01288_2189	0	0	0	0	0.075
EC01288_2190	0	0	0	0	1.454
EC01288_2191	0	0	0	0	0.075
EC01288_2192	0	0	0	0	0.878
EC01288_2193	0	0	0	0	0.917
EC01288_2194	0	0	0	0	0.075
EC01288_2195	0	0	0	0	0.833
EC01288_2196	0	0	0	0	1.079
EC01288_2197	0	0	0	0	0.743
EC01288_2198	0	0	0	0	0.545
EC01288_2199	0	0	0	0	0.272
EC01288_2200	0	0	0	0	0.329
EC01288_2201	0	0	0	0	1.058
EC01288_2202	0	0	0	0	0.473
EC01288_2203	0	0	0	0	1.166
EC01288_2204	0	0	0	0	1.424
EC01288_2205	0	0	0	0	0.227
EC01288_2206	0	0	0	0	1.058
EC01288_2207	0	0	0	0	1.358
EC01288_2208	0	0	0	0	0.929
EC01288_2209	0	0	0	0	0.824
EC01288_2210	0	0	0	0	0.254
EC01288_2211	0	0	0	0	0.251
EC01288_2212	0	0	0	0	0.83
EC01288_2213	0	0	0	0	1.304
EC01288_2214	0	0	0	0	1.07
EC01288_2215	0	0	0	0	1.067
EC01288_2216	0	0	0	0	0.59
EC01288_2217	0	0	0	0	0.737
EC01288_2218	0	0	0	0	0.776
EC01288_2219	0	0	0	0	0.608
EC01288_2220	0	0	0	0	0.977
EC01288_2221	0	0	0	0	1.166
EC01288_2222	0	0	0	0	1.406
EC01288_2223	0	0	0	0	1.37
EC01288_2224	0	0	0	0	1.436
EC01288_2225	0	0	0	0	1.223
EC01288_2226	0	0	0	0	0.479
EC01288_2227	0	0	0	0	0.965
EC01288_2228	0	0	0	0	1.121
EC01288_2229	0	0	0	0	0.548
EC01288_2230	0	0	0	0	0.746
EC01288_2231	0	0	0	0	1.217
EC01288_2232	0	0	0	0	1.217
EC01288_2233	0	0	0	0	0.488
EC01288_2234	0	0	0	0	0.839
EC01288_2235	0	0	0	0	2.162
EC01288_2236	0	0	0	0	0.443
EC01288_2237	0	0	0	0	1.046
EC01288_2238	0	0	0	0	1.583
EC01288_2239	0	0	0	0	1.829
EC01288_2240	0	0	0	0	0.581
EC01288_2241	0	0	0	0	0.641
EC01288_2242	0	0	0	0	3.317
EC01288_2243	0	0	0	0	0.857
EC01288_2244	0	0	0	0	1.352
EC01288_2245	0	0	0	0	1.94
EC01288_2246	0	0	0	0	0.761
EC01288_2247	0	0	0	0	0.659
EC01288_2248	0	0	0	0	1.247
EC01288_2249	0	0	0	0	3.122
EC01288_2250	0	0	0	0	3.077
EC01288_2251	0	0	0	0	1.373
EC01288_2252	0	0	0	0	1.403
EC01288_2253	0	0	0	0	0.722
EC01288_2254	0	0	0	0	0.332
EC01288_2255	0	0	0	0	0.251
EC01288_2256	0	0	0	0	0.296
EC01288_2257	3408	3408	3351	3408	1.361
EC01288_2258	0	0	0	0	0.332
EC01288_2259	0	0	0	0	0.899
EC01288_2260	0	0	0	0	0.446
EC01288_2261	0	0	0	0	1.04
EC01288_2262	0	0	0	0	1.355
EC01288_2263	0	0	0	0	0.143
EC01288_2264	0	0	0	0	0.158
EC01288_2265	0	0	0	0	0.452
EC01288_2266	0	0	0	0	1.262
EC01288_2267	0	0	0	0	0.854
EC01288_2268	0	0	0	0	1.052
EC01288_2269	0	0	0	0	1.277
EC01288_2270	0	0	0	0	1.004
EC01288_2271	0	0	0	0	0.965
EC01288_2272	0	0	0	0	0.746
EC01288_2273	0	0	0	0	0.818
EC01288_2274	0	0	0	0	0.8
EC01288_2275	0	0	0	0	0.707
EC01288_2276	0	0	0	0	0.272
EC01288_2277	0	0	0	0	0.824
EC01288_2278	0	0	0	0	0.338
EC01288_2279	0	0	0	0	0.839
EC01288_2280	0	0	0	0	2.471
EC01288_2281	0	0	0	0	0.674
EC01288_2282	0	0	0	0	0.542
EC01288_2283	0	0	0	0	0.155
EC01288_2284	0	0	0	0	1.109
EC01288_2285	0	0	0	0	2.033
EC01288_2286	0	0	0	0	3.794
EC01288_2287	0	0	0	0	3.632
EC01288_2288	0	0	0	0	1.088
EC01288_2289	0	0	0	0	2.279
EC01288_2290	0	0	0	0	1.136
EC01288_2291	0	0	0	0	2
EC01288_2292	0	0	0	0	0.461
EC01288_2293	0	0	0	0	0.47
EC01288_2294	0	0	0	0	0.719
EC01288_2295	0	0	0	0	1.685
EC01288_2296	0	0	0	0	0.647
EC01288_2297	0	0	0	0	0.722
EC01288_2298	0	0	0	0	0.926
EC01288_2299	591	121	60	534	1.157
EC01288_2300	0	0	0	0	0.869
EC01288_2301	0	0	0	0	2.297
EC01288_2302	0	0	0	0	1.715
EC01288_2303	0	0	0	0	0.932
EC01288_2304	0	0	0	0	0.587
EC01288_2305	0	0	0	0	0.578
EC01288_2306	0	0	0	0	0.761
EC01288_2307	0	0	0	0	1.436
EC01288_2308	0	0	0	0	0.162
EC01288_2309	0	0	0	0	0.92
EC01288_2310	0	0	0	0	0.398
EC01288_2311	0	0	0	0	0.695
EC01288_2312	0	0	0	0	0.884
EC01288_2313	0	0	0	0	0.719
EC01288_2314	0	0	0	0	0.239
EC01288_2315	0	0	0	0	1.238
EC01288_2316	0	0	0	0	1.235
EC01288_2317	0	0	0	0	1.01
EC01288_2318	0	0	0	0	1.475
EC01288_2319	0	0	0	0	0.998
EC01288_2320	0	0	0	0	1.04
EC01288_2321	0	0	0	0	1.157
EC01288_2322	0	0	0	0	0.668
EC01288_2323	0	0	0	0	0.836
EC01288_2324	0	0	0	0	1.925
EC01288_2325	0	0	0	0	1.469
EC01288_2326	0	0	0	0	0.806
EC01288_2327	0	0	0	0	1.049
EC01288_2328	0	0	0	0	0.857
EC01288_2329	0	0	0	0	1.088
EC01288_2330	0	0	0	0	1.25
EC01288_2331	0	0	0	0	0.941
EC01288_2332	0	0	0	0	0.698
EC01288_2333	0	0	0	0	1.223
EC01288_2334	0	0	0	0	0.938
EC01288_2335	0	0	0	0	0.941
EC01288_2336	0	0	0	0	1.691
EC01288_2337	0	0	0	0	0.938
EC01288_2338	0	0	0	0	1.13
EC01288_2339	0	0	0	0	0.131
EC01288_2340	0	0	0	0	1.181
EC01288_2341	0	0	0	0	0.188
EC01288_2342	0	0	0	0	0.572
EC01288_2343	363	363	363	363	1.466
EC01288_2344	0	0	0	0	0.986
EC01288_2345	0	0	0	0	0.713
EC01288_2346	0	0	0	0	0.44
EC01288_2347	0	0	0	0	1.457
EC01288_2348	0	0	0	0	1.814
EC01288_2349	0	0	0	0	1.094
EC01288_2350	0	0	0	0	1.025
EC01288_2351	0	0	0	0	1.589
EC01288_2352	0	0	0	0	0.344
EC01288_2353	0	0	0	0	1.19
EC01288_2354	0	0	0	0	0.695
EC01288_2355	0	0	0	0	1.76
EC01288_2356	0	0	0	0	0.284
EC01288_2357	0	0	0	0	1.007
EC01288_2358	0	0	0	0	0.116
EC01288_2359	0	0	0	0	0.227
EC01288_2360	0	0	0	0	1.76
EC01288_2361	0	0	0	0	0.076
EC01288_2362	0	0	0	0	0.212
EC01288_2363	0	0	0	0	2.285
EC01288_2364	0	0	0	0	0.647
EC01288_2365	0	0	0	0	1.052
EC01288_2366	0	0	0	0	0.557
EC01288_2367	0	0	0	0	1.943
EC01288_2368	0	0	0	0	0.479
EC01288_2369	0	0	0	0	0.209
EC01288_2370	0	0	0	0	0.737
EC01288_2371	0	0	0	0	0.659
EC01288_2372	0	0	0	0	0.617
EC01288_2373	0	0	0	0	0.602
EC01288_2374	0	0	0	0	0.449
EC01288_2375	0	0	0	0	0.863
EC01288_2376	0	0	0	0	0.695
EC01288_2377	0	0	0	0	2.486
EC01288_2378	0	0	0	0	0.263
EC01288_2379	0	0	0	0	0.494
EC01288_2380	0	0	0	0	0.488
EC01288_2381	0	0	0	0	1.646
EC01288_2382	0	0	0	0	1.643
EC01288_2383	0	0	0	0	0.647
EC01288_2384	0	0	0	0	1.064
EC01288_2385	0	0	0	0	1.055
EC01288_2386	48	390	444	95	1.103
EC01288_2387	0	0	0	0	2.672
EC01288_2388	0	0	0	0	0.65
EC01288_2389	0	0	0	0	2.849
EC01288_2390	0	0	0	0	1.826
EC01288_2391	0	0	0	0	1.385
EC01288_2392	0	0	0	0	0.662
EC01288_2393	0	0	0	0	0.65
EC01288_2394	0	0	0	0	1.322
EC01288_2395	0	0	0	0	1.184
EC01288_2396	0	0	0	0	0.776
EC01288_2397	0	0	0	0	1.649
EC01288_2398	0	0	0	0	4.514
EC01288_2399	0	0	0	0	0.623
EC01288_2400	0	0	0	0	1.688
EC01288_2401	0	0	0	0	2.627
EC01288_2402	0	0	0	0	0.722
EC01288_2403	0	0	0	0	3.686
EC01288_2404	0	0	0	0	2.285
EC01288_2405	0	0	0	0	1.13
EC01288_2406	0	0	0	0	0.254
EC01288_2407	0	0	0	0	0.65
EC01288_2408	0	0	0	0	0.206
EC01288_2409	0	0	0	0	1.076
EC01288_2410	0	0	0	0	1.358
EC01288_2411	0	0	0	0	0.197
EC01288_2412	0	0	0	0	1.628
EC01288_2413	0	0	0	0	1.259
EC01288_2414	0	0	0	0	1.19
EC01288_2415	0	0	0	0	0.902
EC01288_2416	0	0	0	0	0.428
EC01288_2417	0	0	0	0	1.076
EC01288_2418	0	0	0	0	0.542
EC01288_2419	0	0	0	0	0.362
EC01288_2420	0	0	0	0	0.602
EC01288_2421	0	0	0	0	1.139
EC01288_2422	0	0	0	0	0.968
EC01288_2423	0	0	0	0	1.982
EC01288_2424	0	0	0	0	0.89
EC01288_2425	0	0	0	0	1.652
EC01288_2426	0	0	0	0	0.335
EC01288_2427	0	0	0	0	0.386
EC01288_2428	0	0	0	0	0.209
EC01288_2429	0	0	0	0	1.355
EC01288_2430	0	0	0	0	0.962
EC01288_2431	0	0	0	0	0.857
EC01288_2432	0	0	0	0	0.758
EC01288_2433	0	0	0	0	1.67
EC01288_2434	0	0	0	0	1.295
EC01288_2435	0	0	0	0	0.305
EC01288_2436	0	0	0	0	0.461
EC01288_2437	0	0	0	0	0.917
EC01288_2438	0	0	0	0	1.22
EC01288_2439	0	0	0	0	1.634
EC01288_2440	0	0	0	0	0.971
EC01288_2441	0	0	0	0	0.503
EC01288_2442	0	0	0	0	1.457
EC01288_2443	0	0	0	0	1.529
EC01288_2444	0	0	0	0	1.841
EC01288_2445	0	0	0	0	0.302
EC01288_2446	0	0	0	0	0.554
EC01288_2447	0	0	0	0	0.542
EC01288_2448	0	0	0	0	0.977
EC01288_2449	0	0	0	0	2.726
EC01288_2450	0	0	0	0	1.337
EC01288_2451	0	0	0	0	0.5
EC01288_2452	0	0	0	0	1.79
EC01288_2453	0	0	0	0	0.662
EC01288_2454	0	0	0	0	0.437
EC01288_2455	0	0	0	0	0.938
EC01288_2456	0	0	0	0	1.217
EC01288_2457	0	0	0	0	0.599
EC01288_2458	0	0	0	0	1.832
EC01288_2459	0	0	0	0	0.65
EC01288_2460	0	0	0	0	0.494
EC01288_2461	0	0	0	0	0.455
EC01288_2462	0	0	0	0	1.202
EC01288_2463	0	0	0	0	2.129
EC01288_2464	0	0	0	0	1.478
EC01288_2465	0	0	0	0	0.542
EC01288_2466	0	0	0	0	0.551
EC01288_2467	35	66	35	66	0.644
EC01288_2468	0	0	0	0	0.647
EC01288_2469	0	0	0	0	0.362
EC01288_2470	0	0	0	0	0.884
EC01288_2471	0	0	0	0	0.902
EC01288_2472	0	0	0	0	0.773
EC01288_2473	0	0	0	0	0.716
EC01288_2474	0	0	0	0	0.683
EC01288_2475	0	0	0	0	0.782
EC01288_2476	0	0	0	0	0.782
EC01288_2477	0	0	0	0	0.569
EC01288_2478	0	0	0	0	1.517
EC01288_2479	0	0	0	0	0.488
EC01288_2480	0	0	0	0	0.635
EC01288_2481	0	0	0	0	1.268
EC01288_2482	0	0	0	0	0.914
EC01288_2483	0	0	0	0	0.659
EC01288_2484	0	0	0	0	0.812
EC01288_2485	0	0	0	0	1.013
EC01288_2486	0	0	0	0	1.136
EC01288_2487	0	0	0	0	0.995
EC01288_2488	0	0	0	0	1.094
EC01288_2489	0	0	0	0	1.22
EC01288_2490	0	0	0	0	2.006
EC01288_2491	0	0	0	0	0.278
EC01288_2492	0	0	0	0	0.548
EC01288_2493	0	0	0	0	0.809
EC01288_2494	0	0	0	0	0.824
EC01288_2495	0	0	0	0	1.085
EC01288_2496	0	0	0	0	0.932
EC01288_2497	0	0	0	0	0.551
EC01288_2498	0	0	0	0	0.857
EC01288_2499	0	0	0	0	0.524
EC01288_2500	0	0	0	0	0.47
EC01288_2501	0	0	0	0	0.266
EC01288_2502	0	0	0	0	0.752
EC01288_2503	0	0	0	0	2.642
EC01288_2504	0	0	0	0	0.563
EC01288_2505	0	0	0	0	0.47
EC01288_2506	0	0	0	0	2.144
EC01288_2507	0	0	0	0	1.31
EC01288_2508	0	0	0	0	0.284
EC01288_2509	0	0	0	0	1.34
EC01288_2510	0	0	0	0	0.137
EC01288_2511	0	0	0	0	0.674
EC01288_2512	0	0	0	0	0.755
EC01288_2513	0	0	0	0	0.113
EC01288_2514	0	0	0	0	0.932
EC01288_2515	0	0	0	0	0.074
EC01288_2516	0	0	0	0	1.247
EC01288_2517	0	0	0	0	0.914
EC01288_2518	0	0	0	0	1.325
EC01288_2519	0	0	0	0	0.995
EC01288_2520	0	0	0	0	0.218
EC01288_2521	0	0	0	0	1.328
EC01288_2522	0	0	0	0	1.538
EC01288_2523	0	0	0	0	1.163
EC01288_2524	0	0	0	0	0.614
EC01288_2525	0	0	0	0	3.383
EC01288_2526	0	0	0	0	1.145
EC01288_2527	0	0	0	0	0.944
EC01288_2528	0	0	0	0	1.664
EC01288_2529	0	0	0	0	1.178
EC01288_2530	0	0	0	0	0.632
EC01288_2531	0	0	0	0	0.143
EC01288_2532	0	0	0	0	0.242
EC01288_2533	0	0	0	0	0.92
EC01288_2534	0	0	0	0	0.116
EC01288_2535	0	0	0	0	1.238
EC01288_2536	0	0	0	0	1.679
EC01288_2537	0	0	0	0	0.734
EC01288_2538	0	0	0	0	0.857
EC01288_2539	0	0	0	0	2.495
EC01288_2540	0	0	0	0	1.037
EC01288_2541	0	0	0	0	1.085
EC01288_2542	63	519	578	123	1.247
EC01288_2543	0	0	0	0	0.326
EC01288_2544	0	0	0	0	0.965
EC01288_2545	0	0	0	0	1.232
EC01288_2546	0	0	0	0	0.326
EC01288_2547	0	0	0	0	1.175
EC01288_2548	0	0	0	0	1.202
EC01288_2549	0	0	0	0	2.189
EC01288_2550	0	0	0	0	0.075
EC01288_2551	0	0	0	0	0.075
EC01288_2552	0	0	0	0	0.344
EC01288_2553	0	0	0	0	0.392
EC01288_2554	0	0	0	0	1.415
EC01288_2555	0	0	0	0	0.131
EC01288_2556	0	0	0	0	0.075
EC01288_2557	0	0	0	0	0.075
EC01288_2558	0	0	0	0	0.075
EC01288_2559	0	0	0	0	0.069
EC01288_2560	0	0	0	0	1.043
EC01288_2561	0	0	0	0	0.719
EC01288_2562	0	0	0	0	0.848
EC01288_2563	0	0	0	0	0.38
EC01288_2564	0	0	0	0	1.052
EC01288_2565	0	0	0	0	0.752
EC01288_2566	0	0	0	0	1.04
EC01288_2567	0	0	0	0	1.148
EC01288_2568	0	0	0	0	1.046
EC01288_2569	0	0	0	0	1.016
EC01288_2570	0	0	0	0	1.472
EC01288_2571	0	0	0	0	0.788
EC01288_2572	0	0	0	0	0.149
EC01288_2573	0	0	0	0	0.773
EC01288_2574	0	0	0	0	0.689
EC01288_2575	0	0	0	0	1.058
EC01288_2576	0	0	0	0	0.818
EC01288_2577	0	0	0	0	0.995
EC01288_2578	0	0	0	0	0.932
EC01288_2579	0	0	0	0	0.116
EC01288_2580	0	0	0	0	0.998
EC01288_2581	0	0	0	0	1.433
EC01288_2582	0	0	0	0	2.261
EC01288_2583	0	0	0	0	1.283
EC01288_2584	0	0	0	0	0.476
EC01288_2585	0	0	0	0	1.232
EC01288_2586	0	0	0	0	1.04
EC01288_2587	0	0	0	0	1.154
EC01288_2588	0	0	0	0	0.755
EC01288_2589	0	0	0	0	0.677
EC01288_2590	0	0	0	0	2.021
EC01288_2591	0	0	0	0	0.722
EC01288_2592	0	0	0	0	0.134
EC01288_2593	0	0	0	0	0.989
EC01288_2594	0	0	0	0	0.512
EC01288_2595	0	0	0	0	0.485
EC01288_2596	0	0	0	0	0.245
EC01288_2597	0	0	0	0	0.452
EC01288_2598	170	170	170	170	0.644
EC01288_2599	0	0	0	0	0.515
EC01288_2600	0	0	0	0	0.956
EC01288_2601	0	0	0	0	1.241
EC01288_2602	0	0	0	0	0.761
EC01288_2603	0	0	0	0	0.41
EC01288_2604	0	0	0	0	1.106
EC01288_2605	0	0	0	0	1.133
EC01288_2606	0	0	0	0	1.736
EC01288_2607	0	0	0	0	0.995
EC01288_2608	0	0	0	0	0.671
EC01288_2609	0	0	0	0	1.364
EC01288_2610	0	0	0	0	0.449
EC01288_2611	0	0	0	0	2.15
EC01288_2612	0	0	0	0	0.962
EC01288_2613	0	0	0	0	1.085
EC01288_2614	0	0	0	0	0.341
EC01288_2615	0	0	0	0	0.926
EC01288_2616	0	0	0	0	0.998
EC01288_2617	0	0	0	0	0.218
EC01288_2618	0	0	0	0	2.015
EC01288_2619	0	0	0	0	0.986
EC01288_2620	0	0	0	0	0.761
EC01288_2621	0	0	0	0	0.971
EC01288_2622	0	0	0	0	0.257
EC01288_2623	0	0	0	0	1.727
EC01288_2624	0	0	0	0	0.509
EC01288_2625	0	0	0	0	0.851
EC01288_2626	0	0	0	0	0.368
EC01288_2627	0	0	0	0	0.857
EC01288_2628	0	0	0	0	1.097
EC01288_2629	0	0	0	0	0.875
EC01288_2630	0	0	0	0	0.833
EC01288_2631	0	0	0	0	1.016
EC01288_2632	0	0	0	0	0.791
EC01288_2633	0	0	0	0	0.857
EC01288_2634	0	0	0	0	0.881
EC01288_2635	0	0	0	0	1.424
EC01288_2636	0	0	0	0	1.292
EC01288_2637	0	0	0	0	0.899
EC01288_2638	0	0	0	0	0.575
EC01288_2639	0	0	0	0	0.347
EC01288_2640	0	0	0	0	0.425
EC01288_2641	216	216	212	216	0.869
EC01288_2642	0	0	0	0	0.899
EC01288_2643	0	0	0	0	1.052
EC01288_2644	0	0	0	0	0.5
EC01288_2645	0	0	0	0	0.659
EC01288_2646	0	0	0	0	0.887
EC01288_2647	0	0	0	0	1.361
EC01288_2648	0	0	0	0	1.403
EC01288_2649	0	0	0	0	1.226
EC01288_2650	0	0	0	0	1.187
EC01288_2651	0	0	0	0	0.836
EC01288_2652	0	0	0	0	1.403
EC01288_2653	0	0	0	0	0.287
EC01288_2654	0	0	0	0	0.293
EC01288_2655	0	0	0	0	1.016
EC01288_2656	0	0	0	0	0.803
EC01288_2657	0	0	0	0	0.701
EC01288_2658	0	0	0	0	0.479
EC01288_2659	0	0	0	0	0.335
EC01288_2660	0	0	0	0	2.279
EC01288_2661	0	0	0	0	0.95
EC01288_2662	0	0	0	0	2.003
EC01288_2663	0	0	0	0	1.043
EC01288_2664	0	0	0	0	0.575
EC01288_2665	0	0	0	0	1.979
EC01288_2666	0	0	0	0	1.646
EC01288_2667	0	0	0	0	3.113
EC01288_2668	0	0	0	0	0.356
EC01288_2669	0	0	0	0	1.127
EC01288_2670	0	0	0	0	0.2
EC01288_2671	0	0	0	0	0.698
EC01288_2672	0	0	0	0	1.976
EC01288_2673	0	0	0	0	0.863
EC01288_2674	0	0	0	0	0.398
EC01288_2675	0	0	0	0	0.227
EC01288_2676	0	0	0	0	0.713
EC01288_2677	254	254	254	254	1.034
EC01288_2678	0	0	0	0	0.878
EC01288_2679	0	0	0	0	0.572
EC01288_2680	0	0	0	0	0.47
EC01288_2681	0	0	0	0	0.617
EC01288_2682	0	0	0	0	2.018
EC01288_2683	0	0	0	0	0.533
EC01288_2684	0	0	0	0	1.439
EC01288_2685	0	0	0	0	0.638
EC01288_2686	0	0	0	0	1.571
EC01288_2687	0	0	0	0	1.667
EC01288_2688	0	0	0	0	0.539
EC01288_2689	0	0	0	0	0.512
EC01288_2690	0	0	0	0	0.233
EC01288_2691	0	0	0	0	0.413
EC01288_2692	0	0	0	0	1.589
EC01288_2693	0	0	0	0	0.848
EC01288_2694	0	0	0	0	1.061
EC01288_2695	0	0	0	0	1.463
EC01288_2696	0	0	0	0	0.359
EC01288_2697	0	0	0	0	0.677
EC01288_2698	0	0	0	0	1.289
EC01288_2699	0	0	0	0	0.575
EC01288_2700	0	0	0	0	0.149
EC01288_2701	0	0	0	0	1.037
EC01288_2702	0	0	0	0	0.638
EC01288_2703	0	0	0	0	2.066
EC01288_2704	0	0	0	0	1.541
EC01288_2705	0	0	0	0	2.243
EC01288_2706	0	0	0	0	0.14
EC01288_2707	0	0	0	0	0.143
EC01288_2708	0	0	0	0	0.515
EC01288_2709	0	0	0	0	0.539
EC01288_2710	0	0	0	0	1.577
EC01288_2711	0	0	0	0	1.466
EC01288_2712	0	0	0	0	1.37
EC01288_2713	0	0	0	0	0.215
EC01288_2714	0	0	0	0	1.472
EC01288_2715	0	0	0	0	1.178
EC01288_2716	0	0	0	0	0.62
EC01288_2717	0	0	0	0	1.274
EC01288_2718	0	0	0	0	1.118
EC01288_2719	0	0	0	0	1.013
EC01288_2720	0	0	0	0	1.154
EC01288_2721	0	0	0	0	0.431
EC01288_2722	550	550	550	550	2.312
EC01288_2723	0	0	0	0	4.928
EC01288_2724	0	0	0	0	0.845
EC01288_2725	0	0	0	0	0.776
EC01288_2726	0	0	0	0	1.271
EC01288_2727	0	0	0	0	0.2
EC01288_2728	0	0	0	0	0.335
EC01288_2729	0	0	0	0	1.85
EC01288_2730	0	0	0	0	0.515
EC01288_2731	0	0	0	0	0.116
EC01288_2732	0	0	0	0	0.323
EC01288_2733	0	0	0	0	0.386
EC01288_2734	0	0	0	0	1.214
EC01288_2735	0	0	0	0	0.449
EC01288_2736	0	0	0	0	0.737
EC01288_2737	0	0	0	0	0.803
EC01288_2738	0	0	0	0	0.854
EC01288_2739	0	0	0	0	1.196
EC01288_2740	0	0	0	0	1.139
EC01288_2741	0	0	0	0	0.89
EC01288_2742	0	0	0	0	1.361
EC01288_2743	0	0	0	0	0.518
EC01288_2744	0	0	0	0	0.32
EC01288_2745	0	0	0	0	0.812
EC01288_2746	0	0	0	0	1.202
EC01288_2747	0	0	0	0	0.422
EC01288_2748	0	0	0	0	0.872
EC01288_2749	0	0	0	0	1.094
EC01288_2750	0	0	0	0	0.998
EC01288_2751	0	0	0	0	1.511
EC01288_2752	0	0	0	0	0.944
EC01288_2753	0	0	0	0	3.281
EC01288_2754	0	0	0	0	1.193
EC01288_2755	0	0	0	0	1.253
EC01288_2756	0	0	0	0	1.19
EC01288_2757	0	0	0	0	0.338
EC01288_2758	0	0	0	0	1.334
EC01288_2759	0	0	0	0	0.713
EC01288_2760	0	0	0	0	1.427
EC01288_2761	0	0	0	0	3.884
EC01288_2762	0	0	0	0	1.556
EC01288_2763	0	0	0	0	0.503
EC01288_2764	0	0	0	0	0.635
EC01288_2765	44	421	473	92	0.848
EC01288_2766	0	0	0	0	0.26
EC01288_2767	0	0	0	0	0.38
EC01288_2768	0	0	0	0	0.731
EC01288_2769	0	0	0	0	0.728
EC01288_2770	0	0	0	0	0.905
EC01288_2771	0	0	0	0	0.68
EC01288_2772	0	0	0	0	0.974
EC01288_2773	0	0	0	0	1.799
EC01288_2774	0	0	0	0	0.479
EC01288_2775	0	0	0	0	0.956
EC01288_2776	0	0	0	0	0.65
EC01288_2777	0	0	0	0	0.575
EC01288_2778	0	0	0	0	1.592
EC01288_2779	0	0	0	0	0.737
EC01288_2780	0	0	0	0	1.334
EC01288_2781	0	0	0	0	0.881
EC01288_2782	0	0	0	0	0.587
EC01288_2783	0	0	0	0	0.383
EC01288_2784	0	0	0	0	0.689
EC01288_2785	0	0	0	0	1.037
EC01288_2786	0	0	0	0	0.419
EC01288_2787	0	0	0	0	0.698
EC01288_2788	0	0	0	0	2.66
EC01288_2789	0	0	0	0	1.355
EC01288_2790	0	0	0	0	0.272
EC01288_2791	0	0	0	0	1.298
EC01288_2792	0	0	0	0	0.075
EC01288_2793	0	0	0	0	0.192
EC01288_2794	0	0	0	0	0.134
EC01288_2795	0	0	0	0	2.573
EC01288_2796	0	0	0	0	0.731
